0.0	0.0	0.0	3.1660589e-10
1.0	0.0	0.0	3.28612368e-10
2.0	0.0	0.0	2.5295231e-10
3.0	0.0	0.0	1.360548e-10
4.0	0.0	0.0	4.5858637e-10
5.0	0.0	0.0	9.5936e-11
6.0	0.0	0.0	2.52765241e-10
7.0	0.0	0.0	1.8811894499999997e-10
8.0	0.0	0.0	3.3398519e-10
9.0	0.0	0.0	1.462659459e-10
10.0	0.0	0.0	5.297862217e-10
11.0	0.0	0.0	2.00803267e-10
12.0	0.0	0.0	6.4207293e-11
13.0	0.0	0.0	8.6657717e-11
14.0	0.0	0.0	7.87024517e-10
15.0	0.0	0.0	8.207524000000001e-11
16.0	0.0	0.0	2.91720388e-10
17.0	0.0	0.0	2.603351e-10
18.0	0.0	0.0	4.8184428e-10
19.0	0.0	0.0	1.3886999499999999e-10
20.0	0.0	0.0	4.775832400000001e-10
21.0	0.0	0.0	3.8282240999999996e-10
22.0	0.0	0.0	1.09093354e-10
23.0	0.0	0.0	5.29446355e-10
24.0	0.0	0.0	7.484276000000001e-11
25.0	0.0	0.0	2.4464268160000004e-10
26.0	0.0	0.0	2.5183691e-10
27.0	0.0	0.0	6.200877e-10
28.0	0.0	0.0	7.0189435e-11
29.0	0.0	0.0	1.8863073e-10
0.0	1.0	0.0	2.4330000600000004e-10
1.0	1.0	0.0	4.243246e-11
2.0	1.0	0.0	1.1653334e-10
3.0	1.0	0.0	1.45275294e-10
4.0	1.0	0.0	3.0525441599999997e-10
5.0	1.0	0.0	4.91502877e-10
6.0	1.0	0.0	4.9554956e-10
7.0	1.0	0.0	7.3954827e-10
8.0	1.0	0.0	8.0094223e-10
9.0	1.0	0.0	2.648750000000001e-10
10.0	1.0	0.0	1.0817792700000001e-10
11.0	1.0	0.0	1.3313261499999997e-10
12.0	1.0	0.0	4.871869e-11
13.0	1.0	0.0	1.1786011000000002e-10
14.0	1.0	0.0	2.758446778e-10
15.0	1.0	0.0	2.0776812189999995e-10
16.0	1.0	0.0	2.1495011999999998e-10
17.0	1.0	0.0	3.81943114e-10
18.0	1.0	0.0	6.7329695e-10
19.0	1.0	0.0	8.16220283e-10
20.0	1.0	0.0	2.4320861e-10
21.0	1.0	0.0	5.709851719999999e-10
22.0	1.0	0.0	2.8936198000000005e-10
23.0	1.0	0.0	3.2248334399999997e-10
24.0	1.0	0.0	9.131208250000002e-10
25.0	1.0	0.0	1.8163142e-10
26.0	1.0	0.0	1.93260589e-10
27.0	1.0	0.0	1.7801184200000003e-10
28.0	1.0	0.0	1.70520337e-10
29.0	1.0	0.0	2.4341464000000002e-11
0.0	2.0	0.0	1.9626019999999998e-11
