0.0	0.0	0.0	1.4555809999999998e-10
1.0	0.0	0.0	1.3780353000000001e-10
2.0	0.0	0.0	2.14214e-10
3.0	0.0	0.0	2.4921938e-10
4.0	0.0	0.0	4.239284e-12
5.0	0.0	0.0	4.31042e-10
6.0	0.0	0.0	1.1464103800000001e-10
7.0	0.0	0.0	2.181521e-10
8.0	0.0	0.0	3.47611e-10
9.0	0.0	0.0	1.8824795000000001e-10
10.0	0.0	0.0	1.5362709e-10
11.0	0.0	0.0	3.563345e-10
12.0	0.0	0.0	2.313495e-10
13.0	0.0	0.0	5.394762e-11
14.0	0.0	0.0	1.7589621e-11
15.0	0.0	0.0	1.0817994999999999e-10
16.0	0.0	0.0	1.8655937e-11
17.0	0.0	0.0	8.4288304e-11
18.0	0.0	0.0	5.2470639999999995e-12
19.0	0.0	0.0	3.7428632099999996e-11
20.0	0.0	0.0	3.632133e-10
21.0	0.0	0.0	2.1451990000000002e-10
22.0	0.0	0.0	1.87923e-10
23.0	0.0	0.0	1.226974e-10
24.0	0.0	0.0	1.98572e-12
25.0	0.0	0.0	2.685738e-10
26.0	0.0	0.0	3.46081887e-11
27.0	0.0	0.0	3.830083e-11
28.0	0.0	0.0	1.98775e-11
29.0	0.0	0.0	2.95209e-11
0.0	1.0	0.0	2.6060452e-10
1.0	1.0	0.0	1.4817119999999999e-10
2.0	1.0	0.0	2.03974e-11
3.0	1.0	0.0	0.0
4.0	1.0	0.0	1.2657782e-10
5.0	1.0	0.0	4.721547800000001e-10
6.0	1.0	0.0	3.995432e-10
7.0	1.0	0.0	4.755783850000001e-10
8.0	1.0	0.0	3.68779432e-10
9.0	1.0	0.0	1.9638068700000001e-10
10.0	1.0	0.0	1.2969900000000002e-10
11.0	1.0	0.0	8.659954000000001e-11
12.0	1.0	0.0	3.3782564e-11
13.0	1.0	0.0	5.375086e-11
14.0	1.0	0.0	4.6471106e-11
15.0	1.0	0.0	2.039531665e-10
16.0	1.0	0.0	1.4972978e-10
17.0	1.0	0.0	3.23515e-11
18.0	1.0	0.0	1.66627659e-11
19.0	1.0	0.0	3.88883688e-11
20.0	1.0	0.0	7.497889e-11
21.0	1.0	0.0	2.528109e-10
22.0	1.0	0.0	7.351648e-12
23.0	1.0	0.0	1.679047e-11
24.0	1.0	0.0	1.8956617e-10
25.0	1.0	0.0	1.78995e-12
26.0	1.0	0.0	1.894872e-11
27.0	1.0	0.0	0.0
28.0	1.0	0.0	7.98402e-11
29.0	1.0	0.0	5.024245e-12
0.0	2.0	0.0	1.703577e-11
1.0	2.0	0.0	3.5570343e-10
2.0	2.0	0.0	1.2589771e-10
3.0	2.0	0.0	1.37184e-11
4.0	2.0	0.0	4.06014479e-10
5.0	2.0	0.0	6.757461219999999e-10
6.0	2.0	0.0	4.3818534000000004e-10
7.0	2.0	0.0	4.16835179e-10
8.0	2.0	0.0	4.67778337e-10
9.0	2.0	0.0	1.167975354e-09
10.0	2.0	0.0	5.250971000000001e-10
11.0	2.0	0.0	5.92326e-11
12.0	2.0	0.0	3.556006e-10
13.0	2.0	0.0	8.1848035e-10
14.0	2.0	0.0	2.9799403e-10
15.0	2.0	0.0	5.600388e-12
16.0	2.0	0.0	4.0902467999999996e-10
17.0	2.0	0.0	2.6156186000000004e-10
18.0	2.0	0.0	1.753444e-11
19.0	2.0	0.0	1.576471456e-10
20.0	2.0	0.0	2.8050233e-10
21.0	2.0	0.0	3.17845031e-10
22.0	2.0	0.0	2.43740291e-10
23.0	2.0	0.0	2.3735971e-10
24.0	2.0	0.0	2.46593905e-10
25.0	2.0	0.0	1.08674e-12
26.0	2.0	0.0	1.6993557e-10
27.0	2.0	0.0	9.16281e-11
28.0	2.0	0.0	0.0
29.0	2.0	0.0	0.0
0.0	3.0	0.0	3.1740409999999997e-10
1.0	3.0	0.0	9.1652e-12
2.0	3.0	0.0	2.0605473e-10
3.0	3.0	0.0	1.0831029999999999e-10
4.0	3.0	0.0	1.94154e-11
5.0	3.0	0.0	1.9267158099999997e-10
6.0	3.0	0.0	2.9143409e-10
7.0	3.0	0.0	1.72589651e-10
8.0	3.0	0.0	3.7582126e-10
9.0	3.0	0.0	1.2010489000000002e-09
10.0	3.0	0.0	5.259225199999999e-10
11.0	3.0	0.0	3.395878e-10
12.0	3.0	0.0	1.6163840999999997e-10
13.0	3.0	0.0	3.5216330000000003e-11
14.0	3.0	0.0	2.7257321e-10
15.0	3.0	0.0	2.6116224e-10
16.0	3.0	0.0	0.0
17.0	3.0	0.0	1.2561292e-10
18.0	3.0	0.0	1.174248e-11
19.0	3.0	0.0	1.93382e-10
20.0	3.0	0.0	1.5219742999999998e-10
21.0	3.0	0.0	7.285531100000001e-11
22.0	3.0	0.0	2.6836373499999998e-11
23.0	3.0	0.0	1.38371e-11
24.0	3.0	0.0	5.467579e-11
25.0	3.0	0.0	3.4020287e-10
26.0	3.0	0.0	1.9716134099999999e-10
27.0	3.0	0.0	3.7877005699999995e-10
